A11	117557	117655	CA_chr11	53279725	53279818
A11	1021712	1021783	CA_chr11	21563534	21563605
A11	1365838	1365923	CA_chr11	21909837	21909752
A11	502425	502506	CA_chr11	53761901	53761820
A11	911716	911784	CA_chr11	21437239	21437296
A11	1696388	1696471	CA_chr11	22248232	22248153
A11	1696388	1696471	CA_chr11	54228212	54228279
A11	1696388	1696471	CA_chr11	94095512	94095570
A11	1696388	1696471	CA_chr11	60166834	60166877
A11	126790	126869	CA_chr11	53288949	53289028
A11	341888	341983	CA_chr11	53514926	53515021
A11	503733	503826	CA_chr11	53763128	53763221
A11	503733	503826	CA_chr11	62366709	62366621
A11	585901	585999	CA_chr11	53862210	53862308
A11	5165135	5165231	CA_chr11	76737161	76737113
A11	5165135	5165231	CA_chr11	94638957	94638916
A11	893959	894046	CA_chr11	54250511	54250424
A11	1399328	1399405	CA_chr11	21932828	21932751
A11	1399328	1399405	CA_chr11	21937158	21937081
A11	1573787	1573856	CA_chr11	22123271	22123202
A11	1573787	1573856	CA_chr11	22134253	22134184
A11	474974	475042	CA_chr11	53734103	53734171
A11	475066	475158	CA_chr11	53734207	53734299
A11	539288	539357	CA_chr11	53815712	53815781
A11	1392745	1392833	CA_chr11	21926192	21926280
A11	824878	824977	CA_chr11	54126242	54126143
A11	1339706	1339805	CA_chr11	21883544	21883445
A11	150048	150119	CA_chr11	53296238	53296309
A11	585902	585998	CA_chr11	53862211	53862307
A11	763808	763899	CA_chr11	17117371	17117462
A11	763808	763899	CA_chr11	54061374	54061465
A11	763808	763899	CA_chr11	77027362	77027442
A11	763808	763899	CA_chr11	30691796	30691754
A11	854533	854624	CA_chr11	54173838	54173910
A11	893979	894079	CA_chr11	54250444	54250544
A11	1053609	1053709	CA_chr11	21646392	21646492
A11	1088394	1088479	CA_chr11	21681746	21681828
A11	1308748	1308833	CA_chr11	21858530	21858615
A11	1538263	1538346	CA_chr11	22085566	22085649
A11	1543214	1543306	CA_chr11	22090837	22090929
A11	1582410	1582496	CA_chr11	22142700	22142786
A11	1610279	1610374	CA_chr11	22170360	22170455
A11	1647059	1647159	CA_chr11	22201349	22201449
A11	1647059	1647159	CA_chr11	22171449	22171349
A11	1744837	1744927	CA_chr11	22296493	22296531
A11	1910396	1910481	CA_chr11	22359902	22359987
A11	191364	191449	CA_chr11	53353995	53353910
A11	329042	329123	CA_chr11	53506392	53506313
A11	596581	596657	CA_chr11	53871944	53871868
A11	718585	718681	CA_chr11	53986908	53986812
A11	1007522	1007612	CA_chr11	21540845	21540755
A11	1007522	1007612	CA_chr11	20169160	20169194
A11	1007522	1007612	CA_chr11	69565014	69565049
A11	1007522	1007612	CA_chr11	97903871	97903906
A11	1007522	1007612	CA_chr11	9818455	9818484
A11	1007522	1007612	CA_chr11	24293711	24293740
A11	1007522	1007612	CA_chr11	26750332	26750303
A11	1007522	1007612	CA_chr11	49406609	49406580
A11	1007522	1007612	CA_chr11	67490285	67490256
A11	1007522	1007612	CA_chr11	86754381	86754410
A11	1007522	1007612	CA_chr11	5425114	5425082
A11	1007522	1007612	CA_chr11	10733412	10733444
A11	1007522	1007612	CA_chr11	12610722	12610754
A11	1007522	1007612	CA_chr11	12648746	12648778
A11	1007522	1007612	CA_chr11	13095921	13095889
A11	1007522	1007612	CA_chr11	13733627	13733595
A11	1007522	1007612	CA_chr11	19008815	19008847
A11	1007522	1007612	CA_chr11	24271758	24271726
A11	1007522	1007612	CA_chr11	24427871	24427903
A11	1007522	1007612	CA_chr11	40661374	40661342
A11	1007522	1007612	CA_chr11	43630173	43630205
A11	1007522	1007612	CA_chr11	44448884	44448856
A11	1007522	1007612	CA_chr11	47414346	47414318
A11	1007522	1007612	CA_chr11	57859677	57859649
A11	1007522	1007612	CA_chr11	60855761	60855729
A11	1007522	1007612	CA_chr11	65405891	65405923
A11	1007522	1007612	CA_chr11	65999705	65999733
A11	1007522	1007612	CA_chr11	66086486	66086454
A11	1007522	1007612	CA_chr11	66141409	66141441
A11	1007522	1007612	CA_chr11	69241335	69241367
A11	1007522	1007612	CA_chr11	69353232	69353264
A11	1007522	1007612	CA_chr11	72335639	72335671
A11	1007522	1007612	CA_chr11	79743983	79744015
A11	1007522	1007612	CA_chr11	83387035	83387007
A11	1007522	1007612	CA_chr11	84317006	84316974
A11	1007522	1007612	CA_chr11	84560900	84560932
A11	1007522	1007612	CA_chr11	84879763	84879791
A11	1007522	1007612	CA_chr11	89472557	89472525
A11	1007522	1007612	CA_chr11	97489627	97489659
A11	1007522	1007612	CA_chr11	97756570	97756538
A11	1007522	1007612	CA_chr11	98035184	98035152
A11	1007522	1007612	CA_chr11	99227434	99227466
A11	1007522	1007612	CA_chr11	101324862	101324894
A11	1007522	1007612	CA_chr11	104981768	104981800
A11	1007522	1007612	CA_chr11	16577185	16577216
A11	1007522	1007612	CA_chr11	60654063	60654032
A11	1007522	1007612	CA_chr11	84555047	84555078
A11	1007522	1007612	CA_chr11	97964677	97964708
A11	1007522	1007612	CA_chr11	1941317	1941291
A11	1007522	1007612	CA_chr11	16766740	16766710
A11	1007522	1007612	CA_chr11	18102965	18102995
A11	1007522	1007612	CA_chr11	36347640	36347666
A11	1007522	1007612	CA_chr11	42966811	42966781
A11	1007522	1007612	CA_chr11	50148501	50148475
A11	1007522	1007612	CA_chr11	59963439	59963469
A11	1007522	1007612	CA_chr11	66412743	66412773
A11	1007522	1007612	CA_chr11	72218610	72218584
A11	1007522	1007612	CA_chr11	83132324	83132357
A11	1007522	1007612	CA_chr11	89284420	89284394
A11	1007522	1007612	CA_chr11	103326380	103326410
A11	1284263	1284335	CA_chr11	21833068	21832996
A11	1653511	1653609	CA_chr11	22207906	22207808
A11	1653511	1653609	CA_chr11	64090667	64090620
A11	294391	294463	CA_chr11	53470939	53471009
A11	531209	531302	CA_chr11	53805089	53805182
A11	1607465	1607552	CA_chr11	22167494	22167581
A11	92876767	92876839	CA_chr11	41529289	41529361
A11	1434246	1434329	CA_chr11	21970891	21970808
A11	1392746	1392832	CA_chr11	21926193	21926279
A11	1921436	1921533	CA_chr11	22370986	22371083
A11	854531	854626	CA_chr11	54173838	54173912
A11	854531	854626	CA_chr11	54173838	54173912
A11	883320	883406	CA_chr11	54210450	54210536
A11	883320	883406	CA_chr11	21431547	21431574
A11	1696388	1696471	CA_chr11	22248232	22248153
A11	1696388	1696471	CA_chr11	54228212	54228279
A11	1696388	1696471	CA_chr11	94095512	94095570
A11	1696388	1696471	CA_chr11	60166834	60166877
A11	1582535	1582618	CA_chr11	22142908	22142825
A11	1696386	1696473	CA_chr11	22248232	22248151
A11	1696386	1696473	CA_chr11	54228212	54228279
A11	1696386	1696473	CA_chr11	94095512	94095570
A11	1696386	1696473	CA_chr11	60166834	60166877
