A12	407250	407335	CA_chr12	3040900	3040985
A12	63403900	63403997	CA_chr12	87825709	87825612
A12	63403900	63403997	CA_chr12	11976568	11976541
A12	72886719	72886806	CA_chr12	22124540	22124457
A12	59559848	59559938	CA_chr12	24583752	24583662
A12	72903226	72903316	CA_chr12	22107955	22108045
A12	72922921	72923018	CA_chr12	22088395	22088477
A12	524510	524599	CA_chr12	3262825	3262914
A12	48339280	48339357	CA_chr12	71005469	71005545
A12	59358707	59358784	CA_chr12	24264176	24264253
A12	59669766	59669853	CA_chr12	24708049	24708136
A12	59727098	59727197	CA_chr12	24771445	24771544
A12	59991923	59992017	CA_chr12	25052056	25052150
A12	60005297	60005378	CA_chr12	25062813	25062890
A12	60005297	60005378	CA_chr12	3635456	3635389
A12	60005297	60005378	CA_chr12	131653529	131653489
A12	60005297	60005378	CA_chr12	14219549	14219516
A12	60005297	60005378	CA_chr12	36419945	36419915
A12	60005297	60005378	CA_chr12	55133206	55133236
A12	68954091	68954184	CA_chr12	144763974	144764067
A12	72903253	72903329	CA_chr12	22108014	22107942
A12	72929796	72929894	CA_chr12	116295269	116295316
A12	72929796	72929894	CA_chr12	116297600	116297647
A12	72929796	72929894	CA_chr12	109251068	109251027
A12	72929796	72929894	CA_chr12	144045459	144045422
A12	480428	480528	CA_chr12	3229152	3229052
A12	424230	424316	CA_chr12	3059315	3059398
A12	49065190	49065277	CA_chr12	92835133	92835220
A12	59785600	59785691	CA_chr12	24813513	24813604
A12	59785600	59785691	CA_chr12	24814760	24814851
A12	59870799	59870879	CA_chr12	24913529	24913609
A12	418234	418322	CA_chr12	3052102	3052014
A12	418234	418322	CA_chr12	68875911	68875939
A12	418234	418322	CA_chr12	817428	817455
A12	16442903	16442997	CA_chr12	29025552	29025500
A12	16442903	16442997	CA_chr12	46116149	46116098
A12	16442903	16442997	CA_chr12	106320092	106320139
A12	16442903	16442997	CA_chr12	56488559	56488509
A12	16442903	16442997	CA_chr12	80537427	80537477
A12	16442903	16442997	CA_chr12	9557226	9557275
A12	16442903	16442997	CA_chr12	25593046	25592997
A12	16442903	16442997	CA_chr12	29030213	29030164
A12	16442903	16442997	CA_chr12	30914539	30914588
A12	16442903	16442997	CA_chr12	30942743	30942694
A12	16442903	16442997	CA_chr12	49534122	49534073
A12	16442903	16442997	CA_chr12	49539863	49539814
A12	16442903	16442997	CA_chr12	105703901	105703950
