D08	51392288	51392370	Chr08	44173571	44173651
D08	44744719	44744790	Chr08	39121178	39121245
D08	44744719	44744790	Chr08	27626396	27626329
D08	44744719	44744790	Chr08	9425943	9425878
D08	44744719	44744790	Chr08	32462394	32462457
D08	44744719	44744790	Chr08	49363831	49363883
D08	13094178	13094267	Chr08	56020003	56020066
D08	36197342	36197433	Chr08	19804057	19804133
D08	43044815	43044908	Chr08	25809918	25809885
D08	9311242	9311323	Chr08	19393494	19393564
D08	9311242	9311323	Chr08	44199149	44199106
D08	43704464	43704540	Chr08	2152816	2152892
D08	15251385	15251480	Chr08	31678430	31678461
D08	2831491	2831572	Chr08	33358565	33358645
D08	31274612	31274693	Chr08	51228364	51228288
D08	31274612	31274693	Chr08	16263529	16263569
D08	31274612	31274693	Chr08	56131915	56131955
D08	53771555	53771633	Chr08	2185372	2185304
D08	824631	824714	Chr08	10006970	10007000
D08	824631	824714	Chr08	18801508	18801478
D08	8707246	8707335	Chr08	38933408	38933443
D08	8707246	8707335	Chr08	249473	249438
D08	8707246	8707335	Chr08	2657974	2658009
D08	8707246	8707335	Chr08	11076134	11076099
D08	8707246	8707335	Chr08	26907523	26907488
D08	8707246	8707335	Chr08	37998215	37998250
D08	8707246	8707335	Chr08	43360261	43360226
D08	8707246	8707335	Chr08	30191634	30191604
D08	8707246	8707335	Chr08	3386628	3386660
D08	8707246	8707335	Chr08	45738094	45738066
D08	8707246	8707335	Chr08	14461761	14461792
D08	8707246	8707335	Chr08	48853474	48853505
