D05	31252463	31252537	Chr05	4607225	4607255
D05	31252463	31252537	Chr05	17426858	17426827
D05	31252463	31252537	Chr05	4607225	4607255
D05	31252463	31252537	Chr05	17426858	17426827
D05	31252463	31252537	Chr05	4607225	4607255
D05	31252463	31252537	Chr05	17426858	17426827
D05	10582754	10582835	Chr05	6502465	6502384
D05	10582754	10582835	Chr05	38549291	38549365
D05	24093774	24093854	Chr05	61159206	61159162
D05	33092733	33092812	Chr05	49678209	49678287
D05	16380915	16380993	Chr05	56568782	56568859
D05	16380915	16380993	Chr05	3618754	3618782
D05	16380915	16380993	Chr05	42762445	42762417
D05	22318194	22318294	Chr05	24442012	24441912
D05	24872907	24872989	Chr05	40151054	40151136
D05	49787860	49787944	Chr05	12713688	12713770
D05	49787860	49787944	Chr05	35280913	35280831
D05	49787860	49787944	Chr05	14926592	14926510
D05	49787860	49787944	Chr05	4883146	4883072
D05	58097016	58097115	Chr05	10845376	10845460
D05	58097016	58097115	Chr05	52133945	52133887
D05	58097016	58097115	Chr05	13348965	13348917
D05	58097016	58097115	Chr05	58131857	58131905
D05	58097016	58097115	Chr05	13849862	13849812
D05	58097016	58097115	Chr05	45451829	45451779
D05	58097016	58097115	Chr05	33732946	33732994
D05	58097016	58097115	Chr05	23542869	23542915
D05	58097016	58097115	Chr05	25714239	25714281
D05	58097016	58097115	Chr05	27407611	27407657
D05	58097016	58097115	Chr05	2092085	2092045
D05	58097016	58097115	Chr05	10850679	10850723
D05	58097016	58097115	Chr05	10927487	10927531
D05	58097016	58097115	Chr05	8068409	8068370
D05	58097016	58097115	Chr05	39499861	39499818
D05	58097016	58097115	Chr05	6586398	6586440
D05	58097016	58097115	Chr05	6587021	6587063
D05	58097016	58097115	Chr05	9779516	9779558
D05	58097016	58097115	Chr05	10850541	10850583
D05	58097016	58097115	Chr05	43460199	43460157
D05	58097016	58097115	Chr05	6586540	6586580
D05	58097016	58097115	Chr05	7363774	7363814
D05	58097016	58097115	Chr05	23382540	23382504
D05	58097016	58097115	Chr05	34178984	34179019
D05	58097016	58097115	Chr05	44350430	44350395
D05	58097016	58097115	Chr05	6634568	6634527
D05	58097016	58097115	Chr05	14046159	14046129
D05	58097016	58097115	Chr05	57123054	57123024
D05	58097016	58097115	Chr05	44115025	44115057
D05	58097016	58097115	Chr05	6586527	6586558
D05	58097016	58097115	Chr05	13865172	13865141
D05	58097016	58097115	Chr05	24488308	24488277
D05	58097016	58097115	Chr05	44108725	44108756
D05	58097016	58097115	Chr05	6586687	6586717
D05	58097016	58097115	Chr05	9779642	9779672
D05	58097016	58097115	Chr05	13865249	13865219
D05	58097016	58097115	Chr05	13865369	13865339
D05	58097016	58097115	Chr05	31671466	31671496
D05	58097016	58097115	Chr05	47542294	47542324
D05	59149765	59149855	Chr05	6552010	6551923
